first_column,zone_id,x_coord,y_coord,super_zone_id,analysis_district_id,demand,subarea_significance_flag,inside_flag
0,2400,-77.593115,38.916173,0,0,0.000000,1,3
0,2401,-77.634111,38.951535,1,0,0.000000,1,3
0,2402,-77.600503,38.950677,2,0,0.000000,1,3
0,3723,-77.625038,38.931782,3,0,0.000000,1,3
0,3724,-77.580048,38.953013,4,0,0.000000,1,3
0,3725,-77.622657,38.969132,5,0,0.000000,1,3
0,3726,-77.590441,38.930341,6,0,0.000000,1,3
