iteration_no,link_id,from_node_id,to_node_id,volume,travel_time
2,23,38491,2402,2215.47,1.54393
2,24,38491,3724,5067.39,90
2,25,38491,38490,7093.49,90
2,26,55001,2402,607.227,1.33881
2,27,55001,38112,3936.4,90
2,28,55001,38490,2172.05,10.3968
2,1,2400,38489,3684.76,2.89745
2,2,2401,38112,563.8,1.03522
2,3,2402,38491,2402.24,1.54393
2,4,2402,55001,970.84,1.33881
2,5,3723,38488,14179.6,90
2,6,3724,38491,12075.8,90
2,7,3725,38112,11308.9,90
2,8,3726,38490,9823.16,90
2,9,38112,2401,674.44,1.03522
2,10,38112,3725,13726.6,90
2,11,38112,38488,8184.49,90
2,12,38112,55001,4180.63,90
2,13,38488,3723,16329,90
2,14,38488,38112,8995.35,90
2,15,38488,38489,6262.89,90
2,16,38489,2400,5211.48,2.89653
2,17,38489,38488,9223.23,90
2,18,38489,38490,7669.09,90
2,19,38490,3726,7232.32,90
2,20,38490,38489,12156.1,90
2,21,38490,38491,7086.48,90
2,22,38490,55001,4928.69,90
2,23,38491,2402,3323.2,1.54385
2,24,38491,3724,7601.08,90
2,25,38491,38490,10640.2,90
2,26,55001,2402,910.84,1.33881
2,27,55001,38112,5898.17,90
2,28,55001,38490,3271.15,62.1818
3,1,2400,38489,2763.57,2.89766
3,2,2401,38112,422.85,1.03522
3,3,2402,38491,1801.68,1.54395
3,4,2402,55001,728.13,1.33881
3,5,3723,38488,10634.7,90
3,6,3724,38491,9056.85,90
3,7,3725,38112,8481.66,90
3,8,3726,38490,7367.37,90
3,9,38112,2401,505.83,1.03522
3,10,38112,3725,10295,90
3,11,38112,38488,6138.37,90
3,12,38112,55001,3135.47,90
3,13,38488,3723,12246.8,90
3,14,38488,38112,6746.51,90
3,15,38488,38489,4697.17,90
3,16,38489,2400,3908.61,2.89737
3,17,38489,38488,6917.42,90
3,18,38489,38490,5751.82,90
3,19,38490,3726,5424.24,90
3,20,38490,38489,9117.11,90
3,21,38490,38491,5314.86,90
3,22,38490,55001,3696.52,90
3,23,38491,2402,2492.4,1.54392
3,24,38491,3724,5700.81,90
3,25,38491,38490,7980.18,90
3,26,55001,2402,683.13,1.33881
3,27,55001,38112,4423.63,90
3,28,55001,38490,2453.36,17.5243
3,1,2400,38489,3684.76,2.89745
3,2,2401,38112,563.8,1.03522
3,3,2402,38491,2402.24,1.54393
3,4,2402,55001,970.84,1.33881
3,5,3723,38488,14179.6,90
3,6,3724,38491,12075.8,90
3,7,3725,38112,11308.9,90
3,8,3726,38490,9823.16,90
3,9,38112,2401,674.44,1.03522
3,10,38112,3725,13726.6,90
3,11,38112,38488,8181.28,90
3,12,38112,55001,4177.36,90
3,13,38488,3723,16329,90
3,14,38488,38112,8992.08,90
3,15,38488,38489,6266.16,90
3,16,38489,2400,5211.48,2.89653
3,17,38489,38488,9226.44,90
3,18,38489,38490,7672.36,90
3,19,38490,3726,7232.32,90
3,20,38490,38489,12159.4,90
3,21,38490,38491,7086.48,90
3,22,38490,55001,4925.48,90
3,23,38491,2402,3323.2,1.54385
3,24,38491,3724,7601.08,90
3,25,38491,38490,10640.2,90
3,26,55001,2402,910.84,1.33881
3,27,55001,38112,5894.96,90
3,28,55001,38490,3267.88,61.9062
4,1,2400,38489,2947.81,2.89763
4,2,2401,38112,451.04,1.03522
4,3,2402,38491,1921.79,1.54394
4,4,2402,55001,776.672,1.33881
4,5,3723,38488,11343.6,90
4,6,3724,38491,9660.64,90
4,7,3725,38112,9047.1,90
4,8,3726,38490,7858.53,90
4,9,38112,2401,539.552,1.03522
4,10,38112,3725,10981.3,90
4,11,38112,38488,6545.02,90
4,12,38112,55001,3341.89,90
4,13,38488,3723,13063.2,90
4,14,38488,38112,7193.66,90
4,15,38488,38489,5012.93,90
4,16,38489,2400,4169.18,2.89725
4,17,38489,38488,7381.15,90
4,18,38489,38490,6137.89,90
4,19,38490,3726,5785.86,90
4,20,38490,38489,9727.49,90
4,21,38490,38491,5669.18,90
4,22,38490,55001,3940.38,90
4,23,38491,2402,2658.56,1.54391
4,24,38491,3724,6080.86,90
4,25,38491,38490,8512.19,90
4,26,55001,2402,728.672,1.33881
4,27,55001,38112,4715.97,90
4,28,55001,38490,2614.3,23.1111
4,1,2400,38489,3684.76,2.89745
4,2,2401,38112,563.8,1.03522
4,3,2402,38491,2402.24,1.54393
4,4,2402,55001,970.84,1.33881
4,5,3723,38488,14179.6,90
4,6,3724,38491,12075.8,90
4,7,3725,38112,11308.9,90
4,8,3726,38490,9823.16,90
4,9,38112,2401,674.44,1.03522
4,10,38112,3725,13726.6,90
4,11,38112,38488,8179.35,90
4,12,38112,55001,4175.4,90
4,13,38488,3723,16329,90
4,14,38488,38112,8990.12,90
4,15,38488,38489,6268.12,90
4,16,38489,2400,5211.48,2.89653
4,17,38489,38488,9228.37,90
4,18,38489,38490,7674.32,90
4,19,38490,3726,7232.32,90
4,20,38490,38489,12161.3,90
4,21,38490,38491,7086.48,90
4,22,38490,55001,4923.55,90
4,23,38491,2402,3323.2,1.54385
4,24,38491,3724,7601.08,90
4,25,38491,38490,10640.2,90
4,26,55001,2402,910.84,1.33881
4,27,55001,38112,5893.03,90
4,28,55001,38490,3265.92,61.7413
5,1,2400,38489,3070.63,2.89761
5,2,2401,38112,469.833,1.03522
5,3,2402,38491,2001.87,1.54394
5,4,2402,55001,809.033,1.33881
5,5,3723,38488,11816.3,90
5,6,3724,38491,10063.2,90
5,7,3725,38112,9424.07,90
5,8,3726,38490,8185.97,90
5,9,38112,2401,562.033,1.03522
5,10,38112,3725,11438.9,90
5,11,38112,38488,6816.13,90
5,12,38112,55001,3479.5,90
5,13,38488,3723,13607.5,90
5,14,38488,38112,7491.77,90
5,15,38488,38489,5223.43,90
5,16,38489,2400,4342.9,2.89717
5,17,38489,38488,7690.31,90
5,18,38489,38490,6395.27,90
5,19,38490,3726,6026.93,90
5,20,38490,38489,10134.4,90
5,21,38490,38491,5905.4,90
5,22,38490,55001,4102.96,90
5,23,38491,2402,2769.33,1.5439
5,24,38491,3724,6334.23,90
5,25,38491,38490,8866.87,90
5,26,55001,2402,759.033,1.33881
5,27,55001,38112,4910.86,90
5,28,55001,38490,2721.6,27.5663
5,1,2400,38489,3684.76,2.89745
5,2,2401,38112,563.8,1.03522
5,3,2402,38491,2402.24,1.54393
5,4,2402,55001,970.84,1.33881
5,5,3723,38488,14179.6,90
5,6,3724,38491,12075.8,90
5,7,3725,38112,11308.9,90
5,8,3726,38490,9823.16,90
5,9,38112,2401,674.44,1.03522
5,10,38112,3725,13726.6,90
5,11,38112,38488,8178.07,90
5,12,38112,55001,4174.09,90
5,13,38488,3723,16329,90
5,14,38488,38112,8988.81,90
5,15,38488,38489,6269.43,90
5,16,38489,2400,5211.48,2.89653
5,17,38489,38488,9229.65,90
5,18,38489,38490,7675.63,90
5,19,38490,3726,7232.32,90
5,20,38490,38489,12162.6,90
5,21,38490,38491,7086.48,90
5,22,38490,55001,4922.27,90
5,23,38491,2402,3323.2,1.54385
5,24,38491,3724,7601.08,90
5,25,38491,38490,10640.2,90
5,26,55001,2402,910.84,1.33881
5,27,55001,38112,5891.75,90
5,28,55001,38490,3264.61,61.6315
6,1,2400,38489,3158.37,2.89759
6,2,2401,38112,483.257,1.03522
6,3,2402,38491,2059.06,1.54394
6,4,2402,55001,832.149,1.33881
6,5,3723,38488,12153.9,90
6,6,3724,38491,10350.7,90
6,7,3725,38112,9693.33,90
6,8,3726,38490,8419.85,90
6,9,38112,2401,578.091,1.03522
6,10,38112,3725,11765.7,90
6,11,38112,38488,7009.77,90
6,12,38112,55001,3577.79,90
6,13,38488,3723,13996.3,90
6,14,38488,38112,7704.7,90
6,15,38488,38489,5373.79,90
6,16,38489,2400,4466.98,2.8971
6,17,38489,38488,7911.13,90
6,18,38489,38490,6579.11,90
6,19,38490,3726,6199.13,90
6,20,38490,38489,10425.1,90
6,21,38490,38491,6074.13,90
6,22,38490,55001,4219.09,90
6,23,38491,2402,2848.46,1.5439
6,24,38491,3724,6515.21,90
6,25,38491,38490,9120.21,90
6,26,55001,2402,780.72,1.33881
6,27,55001,38112,5050.07,90
6,28,55001,38490,2798.24,31.1472
6,1,2400,38489,3684.76,2.89745
6,2,2401,38112,563.8,1.03522
6,3,2402,38491,2402.24,1.54393
6,4,2402,55001,970.84,1.33881
6,5,3723,38488,14179.6,90
6,6,3724,38491,12075.8,90
6,7,3725,38112,11308.9,90
6,8,3726,38490,9823.16,90
6,9,38112,2401,674.44,1.03522
6,10,38112,3725,13726.6,90
6,11,38112,38488,8177.15,90
6,12,38112,55001,4173.16,90
6,13,38488,3723,16329,90
6,14,38488,38112,8987.88,90
6,15,38488,38489,6270.36,90
6,16,38489,2400,5211.48,2.89653
6,17,38489,38488,9230.57,90
6,18,38489,38490,7676.56,90
6,19,38490,3726,7232.32,90
6,20,38490,38489,12163.5,90
6,21,38490,38491,7086.48,90
6,22,38490,55001,4921.35,90
6,23,38491,2402,3323.2,1.54385
6,24,38491,3724,7601.08,90
6,25,38491,38490,10640.2,90
6,26,55001,2402,910.84,1.33881
6,27,55001,38112,5890.83,90
6,28,55001,38490,3263.68,61.5532
7,1,2400,38489,3224.17,2.89758
7,2,2401,38112,493.325,1.03522
7,3,2402,38491,2101.96,1.54394
7,4,2402,55001,849.485,1.33881
7,5,3723,38488,12407.1,90
7,6,3724,38491,10566.3,90
7,7,3725,38112,9895.27,90
7,8,3726,38490,8595.27,90
7,9,38112,2401,590.135,1.03522
7,10,38112,3725,12010.8,90
7,11,38112,38488,7155.01,90
7,12,38112,55001,3651.52,90
7,13,38488,3723,14287.9,90
7,14,38488,38112,7864.4,90
7,15,38488,38489,5486.57,90
7,16,38489,2400,4560.05,2.89704
7,17,38489,38488,8076.75,90
7,18,38489,38490,6716.99,90
7,19,38490,3726,6328.28,90
7,20,38490,38489,10643.1,90
7,21,38490,38491,6200.67,90
7,22,38490,55001,4306.18,90
7,23,38491,2402,2907.8,1.54389
7,24,38491,3724,6650.95,90
7,25,38491,38490,9310.21,90
7,26,55001,2402,796.985,1.33881
7,27,55001,38112,5154.48,90
7,28,55001,38490,2855.72,34.0671
7,1,2400,38489,3684.76,2.89745
7,2,2401,38112,563.8,1.03522
7,3,2402,38491,2402.24,1.54393
7,4,2402,55001,970.84,1.33881
7,5,3723,38488,14179.6,90
7,6,3724,38491,12075.8,90
7,7,3725,38112,11308.9,90
7,8,3726,38490,9823.16,90
7,9,38112,2401,674.44,1.03522
7,10,38112,3725,13726.6,90
7,11,38112,38488,8176.46,90
7,12,38112,55001,4172.46,90
7,13,38488,3723,16329,90
7,14,38488,38112,8987.18,90
7,15,38488,38489,6271.06,90
7,16,38489,2400,5211.48,2.89653
7,17,38489,38488,9231.26,90
7,18,38489,38490,7677.26,90
7,19,38490,3726,7232.32,90
7,20,38490,38489,12164.2,90
7,21,38490,38491,7086.48,90
7,22,38490,55001,4920.66,90
7,23,38491,2402,3323.2,1.54385
7,24,38491,3724,7601.08,90
7,25,38491,38490,10640.2,90
7,26,55001,2402,910.84,1.33881
7,27,55001,38112,5890.14,90
7,28,55001,38490,3262.98,61.4945
8,1,2400,38489,3275.34,2.89756
8,2,2401,38112,501.156,1.03522
8,3,2402,38491,2135.32,1.54394
8,4,2402,55001,862.969,1.33881
8,5,3723,38488,12604.1,90
8,6,3724,38491,10734,90
8,7,3725,38112,10052.3,90
8,8,3726,38490,8731.7,90
8,9,38112,2401,599.502,1.03522
8,10,38112,3725,12201.5,90
8,11,38112,38488,7267.96,90
8,12,38112,55001,3708.85,90
8,13,38488,3723,14514.7,90
8,14,38488,38112,7988.6,90
8,15,38488,38489,5574.28,90
8,16,38489,2400,4632.43,2.89699
8,17,38489,38488,8205.56,90
8,18,38489,38490,6824.23,90
8,19,38490,3726,6428.73,90
8,20,38490,38489,10812.6,90
8,21,38490,38491,6299.09,90
8,22,38490,55001,4373.92,90
8,23,38491,2402,2953.96,1.54389
8,24,38491,3724,6756.52,90
8,25,38491,38490,9457.99,90
8,26,55001,2402,809.636,1.33881
8,27,55001,38112,5235.68,90
8,28,55001,38490,2900.43,36.4846
8,1,2400,38489,3684.76,2.89745
8,2,2401,38112,563.8,1.03522
8,3,2402,38491,2402.24,1.54393
8,4,2402,55001,970.84,1.33881
8,5,3723,38488,14179.6,90
8,6,3724,38491,12075.8,90
8,7,3725,38112,11308.9,90
8,8,3726,38490,9823.16,90
8,9,38112,2401,674.44,1.03522
8,10,38112,3725,13726.6,90
8,11,38112,38488,8175.92,90
8,12,38112,55001,4171.92,90
8,13,38488,3723,16329,90
8,14,38488,38112,8986.64,90
8,15,38488,38489,6271.6,90
8,16,38489,2400,5211.48,2.89653
8,17,38489,38488,9231.8,90
8,18,38489,38490,7677.8,90
8,19,38490,3726,7232.32,90
8,20,38490,38489,12164.7,90
8,21,38490,38491,7086.48,90
8,22,38490,55001,4920.12,90
8,23,38491,2402,3323.2,1.54385
8,24,38491,3724,7601.08,90
8,25,38491,38490,10640.2,90
8,26,55001,2402,910.84,1.33881
8,27,55001,38112,5889.6,90
8,28,55001,38490,3262.44,61.4489
9,1,2400,38489,3316.28,2.89755
9,2,2401,38112,507.42,1.03522
9,3,2402,38491,2162.02,1.54394
9,4,2402,55001,873.756,1.33881
9,5,3723,38488,12761.6,90
9,6,3724,38491,10868.2,90
9,7,3725,38112,10178,90
9,8,3726,38490,8840.84,90
9,9,38112,2401,606.996,1.03522
9,10,38112,3725,12354,90
9,11,38112,38488,7358.33,90
9,12,38112,55001,3754.72,90
9,13,38488,3723,14696.1,90
9,14,38488,38112,8087.97,90
9,15,38488,38489,5644.44,90
9,16,38489,2400,4690.33,2.89695
9,17,38489,38488,8308.62,90
9,18,38489,38490,6910.02,90
9,19,38490,3726,6509.09,90
9,20,38490,38489,10948.2,90
9,21,38490,38491,6377.83,90
9,22,38490,55001,4428.11,90
9,23,38491,2402,2990.88,1.54388
9,24,38491,3724,6840.97,90
9,25,38491,38490,9576.22,90
9,26,55001,2402,819.756,1.33881
9,27,55001,38112,5300.64,90
9,28,55001,38490,2936.19,38.5145
9,1,2400,38489,3684.76,2.89745
9,2,2401,38112,563.8,1.03522
9,3,2402,38491,2402.24,1.54393
9,4,2402,55001,970.84,1.33881
9,5,3723,38488,14179.6,90
9,6,3724,38491,12075.8,90
9,7,3725,38112,11308.9,90
9,8,3726,38490,9823.16,90
9,9,38112,2401,674.44,1.03522
9,10,38112,3725,13726.6,90
9,11,38112,38488,8175.5,90
9,12,38112,55001,4171.48,90
9,13,38488,3723,16329,90
9,14,38488,38112,8986.2,90
9,15,38488,38489,6272.04,90
9,16,38489,2400,5211.48,2.89653
9,17,38489,38488,9232.22,90
9,18,38489,38490,7678.24,90
9,19,38490,3726,7232.32,90
9,20,38490,38489,12165.1,90
9,21,38490,38491,7086.48,90
9,22,38490,55001,4919.7,90
9,23,38491,2402,3323.2,1.54385
9,24,38491,3724,7601.08,90
9,25,38491,38490,10640.2,90
9,26,55001,2402,910.84,1.33881
9,27,55001,38112,5889.18,90
9,28,55001,38490,3262,61.4125
10,1,2400,38489,3684.76,2.89745
10,2,2401,38112,563.8,1.03522
10,3,2402,38491,2402.24,1.54393
10,4,2402,55001,970.84,1.33881
10,5,3723,38488,14179.6,90
10,6,3724,38491,12075.8,90
10,7,3725,38112,11308.9,90
10,8,3726,38490,9823.16,90
10,9,38112,2401,674.44,1.03522
10,10,38112,3725,13726.6,90
10,11,38112,38488,8175.5,90
10,12,38112,55001,4171.48,90
10,13,38488,3723,16329,90
10,14,38488,38112,8986.2,90
10,15,38488,38489,6272.04,90
10,16,38489,2400,5211.48,2.89653
10,17,38489,38488,9232.22,90
10,18,38489,38490,7678.24,90
10,19,38490,3726,7232.32,90
10,20,38490,38489,12165.1,90
10,21,38490,38491,7086.48,90
10,22,38490,55001,4919.7,90
10,23,38491,2402,3323.2,1.54385
10,24,38491,3724,7601.08,90
10,25,38491,38490,10640.2,90
10,26,55001,2402,910.84,1.33881
10,27,55001,38112,5889.18,90
10,28,55001,38490,3262,61.4125
