first_column,scenario_index,scenario_name,demand_period,mode_type,od_volume,number_of_routes,total_distance_km,total_distance_mile,total_travel_time_min,total_travel_delay_min,total_co2_kg,total_nox_kg,avg_distance_km,avg_distance_mile,avg_travel_time_in_min,avg_travel_delay_in_min,avg_speed_kmph,avg_speed_mph,avg_co2_kg,avg_nox_kg,
0,0,scenario_pm,pm,apv,158.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,scenario_pm,pm,com,5841.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,scenario_pm,pm,hov2,6825.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,scenario_pm,pm,hov3,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,scenario_pm,pm,sov,34117.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,scenario_pm,pm,trk,2499.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
